size,stars,forks_count,open_issues,has_wiki,has_pages,has_issues,has_projects,has_discussions,author_type,contributors,commits,comments,deployments,num_topics,javascript,typescript,python,rust,other_language,desc_word_count,created_at,updated_at,pushed_at,has_homepage,mit_license,nan_license,apache_license,other_license,remain_license
167372,67356,38651,640,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,368,42945,896,6,4,FALSE,FALSE,FALSE,FALSE,TRUE,2,375177,467979,467967,1,0,0,1,0,0
3307,67174,7215,375,FALSE,FALSE,TRUE,FALSE,FALSE,Organization,333,2131,126,0,13,FALSE,FALSE,FALSE,FALSE,TRUE,13,353148,467980,467610,0,1,0,0,0,0
115087,67158,7192,643,FALSE,FALSE,TRUE,TRUE,FALSE,Organization,427,7579,335,0,7,FALSE,FALSE,FALSE,FALSE,TRUE,7,381369,467979,467979,1,0,0,1,0,0
1317690,67025,18366,11936,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,344,60524,1155,940,8,FALSE,FALSE,TRUE,FALSE,FALSE,11,408623,467979,467980,1,0,0,0,1,0
3761,66939,6591,658,FALSE,FALSE,TRUE,TRUE,FALSE,User,70,872,10,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,15,384871,467980,467739,0,1,0,0,0,0
57974,66225,26830,37,TRUE,FALSE,TRUE,TRUE,FALSE,User,1,958,10,0,16,FALSE,FALSE,FALSE,FALSE,TRUE,3,422995,467978,467929,1,0,0,1,0,0
247231,66041,4647,1709,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,448,26075,825,0,7,FALSE,FALSE,FALSE,FALSE,TRUE,6,386432,467978,467980,1,0,0,0,1,0
197968,65947,18685,4217,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,406,46164,742,0,3,FALSE,FALSE,FALSE,FALSE,TRUE,14,377364,467980,467929,1,0,0,1,0,0
2870,65173,6250,5,FALSE,TRUE,TRUE,FALSE,TRUE,User,107,697,9,263,12,FALSE,FALSE,FALSE,FALSE,TRUE,11,418924,467978,464396,1,0,0,0,0,1
165,65168,8525,24,FALSE,FALSE,FALSE,FALSE,FALSE,Organization,21,115,29,0,9,FALSE,FALSE,FALSE,FALSE,TRUE,12,405370,467979,467550,0,0,0,0,0,1
112732,64806,391,619,FALSE,TRUE,TRUE,FALSE,FALSE,Organization,230,26099,248,1929,5,TRUE,FALSE,FALSE,FALSE,FALSE,11,428392,467979,467977,0,0,0,0,0,1
614,64781,8403,357,TRUE,FALSE,TRUE,TRUE,FALSE,User,62,536,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE,14,430861,467979,467573,0,1,0,0,0,0
1078266,63847,23114,4104,FALSE,FALSE,TRUE,TRUE,FALSE,Organization,345,68858,1189,0,3,FALSE,FALSE,FALSE,FALSE,TRUE,7,351559,467979,467980,1,0,0,0,1,0
21213,63794,16525,738,TRUE,TRUE,TRUE,TRUE,TRUE,User,295,2967,113,15,3,TRUE,FALSE,FALSE,FALSE,FALSE,4,363181,467977,467814,1,1,0,0,0,0
74938,63697,1726,514,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,253,3404,83,4,17,FALSE,FALSE,FALSE,TRUE,FALSE,12,434163,467980,467963,1,0,0,1,0,0
132741,63153,5525,318,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,400,15487,168,0,20,FALSE,FALSE,FALSE,FALSE,TRUE,6,380965,467978,467964,0,0,0,0,0,1
59774,63073,8742,299,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,403,16015,249,0,16,TRUE,FALSE,FALSE,FALSE,FALSE,44,369820,467977,467973,1,1,0,0,0,0
10210,63006,15664,1,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,406,5066,166,10,7,FALSE,FALSE,TRUE,FALSE,FALSE,8,352925,467979,467887,1,0,0,0,0,1
990559,62790,10084,6496,FALSE,FALSE,TRUE,FALSE,FALSE,Organization,356,151068,4309,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,4,401559,467979,467979,1,0,0,1,0,0
46896,61881,8947,122,TRUE,FALSE,TRUE,TRUE,FALSE,User,1,564,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,4,435453,467979,467972,0,0,0,0,1,0
1282783,61441,11462,9636,FALSE,FALSE,TRUE,TRUE,FALSE,Organization,463,54358,1447,0,8,FALSE,FALSE,FALSE,FALSE,TRUE,9,385786,467980,467979,1,1,0,0,0,0
9096,60909,10466,169,TRUE,FALSE,TRUE,FALSE,TRUE,Organization,275,5775,517,0,4,TRUE,FALSE,FALSE,FALSE,FALSE,7,346117,467977,467888,1,1,0,0,0,0
10485,60701,5850,136,TRUE,TRUE,TRUE,TRUE,FALSE,User,451,1907,16,657,10,TRUE,FALSE,FALSE,FALSE,FALSE,18,407986,467979,467955,1,0,0,0,0,1
42309,60645,11859,258,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,428,4441,89,0,7,TRUE,FALSE,FALSE,FALSE,FALSE,7,378762,467979,467921,1,1,0,0,0,0
450128,60570,23234,2780,FALSE,FALSE,TRUE,TRUE,FALSE,Organization,404,62325,748,87,8,FALSE,FALSE,TRUE,FALSE,FALSE,12,383161,467979,467979,1,0,0,1,0,0
52003,60434,5052,279,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,201,3563,49,1325,7,FALSE,TRUE,FALSE,FALSE,FALSE,5,430907,467979,467962,1,1,0,0,0,0
411,59963,1408,63,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,46,263,16,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,6,360272,467979,465673,1,0,1,0,0,0
131728,59939,22549,2398,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,385,11730,629,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,31,343793,467979,467980,1,0,0,0,0,1
24091,59826,12574,112,TRUE,FALSE,TRUE,TRUE,FALSE,User,28,445,9,0,20,FALSE,FALSE,FALSE,FALSE,TRUE,9,413076,467979,467965,1,1,0,0,0,0
28292,59584,15403,47,FALSE,TRUE,TRUE,FALSE,TRUE,Organization,426,3775,237,24,1,FALSE,TRUE,FALSE,FALSE,FALSE,6,398034,467978,467963,1,1,0,0,0,0
126287,59426,15015,888,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,369,11868,174,3957,8,FALSE,FALSE,FALSE,FALSE,TRUE,7,391402,467978,467964,1,0,0,0,1,0
330585,59395,18348,1000,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,329,38533,990,0,7,TRUE,FALSE,FALSE,FALSE,FALSE,5,368628,467979,464645,1,1,0,0,0,0
101744,59170,28118,466,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,400,9073,1786,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,7,350755,467976,458266,1,1,0,0,0,0
2535,58900,14035,4,FALSE,TRUE,TRUE,FALSE,FALSE,User,446,1863,3,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,11,390397,467978,467872,0,0,0,0,1,0
16027,58845,11420,322,TRUE,TRUE,TRUE,TRUE,FALSE,User,11,807,9,5,0,TRUE,FALSE,FALSE,FALSE,FALSE,18,371349,467974,464961,1,1,0,0,0,0
35951,58394,19349,393,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,422,8199,235,0,6,FALSE,FALSE,TRUE,FALSE,FALSE,4,396523,467979,467980,1,0,0,1,0,0
17183,58263,10188,117,FALSE,TRUE,TRUE,TRUE,TRUE,Organization,193,1976,234,0,4,FALSE,TRUE,FALSE,FALSE,FALSE,5,352308,467978,467979,1,1,0,0,0,0
17016,58144,4857,514,TRUE,FALSE,TRUE,TRUE,TRUE,User,430,2833,573,8025,20,FALSE,FALSE,TRUE,FALSE,FALSE,13,428954,467979,467973,1,1,0,0,0,0
3080,58024,17712,62,TRUE,FALSE,TRUE,TRUE,FALSE,User,37,307,3,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,423056,467979,463348,0,0,1,0,0,0
221382,57705,4622,857,TRUE,TRUE,TRUE,TRUE,TRUE,Organization,392,7493,51,384,7,TRUE,FALSE,FALSE,FALSE,FALSE,16,393018,467980,467978,1,1,0,0,0,0
32351,57476,20777,86,TRUE,FALSE,TRUE,FALSE,TRUE,Organization,290,6614,3023,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,3,344097,467977,467969,1,1,0,0,0,0
242968,57427,23362,979,FALSE,FALSE,TRUE,TRUE,FALSE,Organization,378,53728,849,0,3,FALSE,FALSE,TRUE,FALSE,FALSE,48,369729,467978,467921,1,0,0,0,0,1
7585,57396,11791,327,FALSE,FALSE,TRUE,TRUE,FALSE,Organization,3,29,401,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,6,466641,467980,467954,1,0,0,0,0,1
5056,57135,10888,8,FALSE,TRUE,TRUE,FALSE,TRUE,Organization,219,951,46,34,6,FALSE,FALSE,FALSE,FALSE,TRUE,19,369114,467980,467941,1,1,0,0,0,0
5,56808,4674,4336,TRUE,FALSE,TRUE,TRUE,FALSE,User,1,4,80,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,13,421650,467972,467917,0,0,0,1,0,0
289751,56738,6900,69,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,378,13411,51,0,13,FALSE,TRUE,FALSE,FALSE,FALSE,22,412838,467980,467977,1,1,0,0,0,0
13485,56537,16468,141,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,75,1718,75,0,3,FALSE,FALSE,FALSE,FALSE,TRUE,5,377258,467979,467200,0,0,0,0,1,0
33140,56407,5007,540,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,449,5676,90,259,5,FALSE,TRUE,FALSE,FALSE,FALSE,6,440951,467980,467979,1,1,0,0,0,0
47581,56380,6925,504,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,286,8005,848,0,4,TRUE,FALSE,FALSE,FALSE,FALSE,10,370486,467980,467885,1,0,0,0,1,0
858,56111,7858,68,TRUE,FALSE,TRUE,TRUE,FALSE,User,119,611,7,0,13,TRUE,FALSE,FALSE,FALSE,FALSE,8,426679,467976,467295,0,1,0,0,0,0
518,56010,7931,16,TRUE,FALSE,TRUE,TRUE,FALSE,User,85,327,13,0,19,FALSE,FALSE,FALSE,FALSE,TRUE,8,410291,467979,467806,0,0,1,0,0,0
